idcountry,year,month,id_ubicacion,distance,types,code,mag,felt,cdi,mmi,tsunami,sig,net,nst,dmin,rms,gap,magtype
1,2007,2,3,143 km WSW of Adak,",focal-mechanism,impact-text,moment-tensor,origin,phase-data,",p000f5jk,5.3,,,,0,432,us,400.0,,0.8,118.3,mwc
1,2007,2,3,55 km ESE of King Salmon,",impact-text,origin,phase-data,",0072izd3j9,4.6,,,,0,326,ak,,,0.7,,mb
1,2007,2,3,93 km W of Nikolski,",impact-text,origin,phase-data,",p000f5fx,4.3,,,,0,284,us,28.0,,1.08,138.2,mb
1,2007,2,3,82 km NW of Attu Station,",impact-text,origin,phase-data,",p000f5db,4.7,,,,0,340,us,18.0,,0.79,98.7,mb
1,2007,2,3,154 km ESE of Akutan,",impact-text,origin,phase-data,",p000f585,4.6,,,,0,326,us,45.0,,,176.7,mb
1,2007,2,2,Rat Islands,",impact-text,origin,phase-data,",p000f521,4.1,,,,0,259,us,26.0,,1.04,139.7,mb
1,2007,2,3,41 km SW of Salcha,",impact-text,origin,phase-data,",00727mfqsi,4.7,,,,0,340,ak,,,1.0,,mw
1,2007,2,3,73 km SE of King Cove,",impact-text,origin,phase-data,",p000f50g,4.4,,,,0,298,us,57.0,,0.87,135.3,mb
1,2007,2,3,161 km ENE of Atka,",impact-text,origin,phase-data,",p000f4y1,4.2,,,,0,271,us,18.0,,1.11,140.9,mb
1,2007,2,3,25 km E of Adak,",impact-text,origin,phase-data,",p000f48s,5.0,,,,0,385,us,197.0,,0.75,119.5,mb
1,2007,2,3,93 km WSW of Nikolski,",impact-text,origin,phase-data,",p000f479,4.8,,,,0,354,us,106.0,,0.79,136.1,mb
1,2007,2,3,123 km SSE of Akutan,",impact-text,origin,phase-data,",p000f472,4.1,,,,0,259,us,44.0,,0.81,206.6,mb
1,2007,2,3,219 km WSW of Adak,",impact-text,origin,phase-data,",p000f431,4.7,,,,0,340,us,67.0,,1.04,129.9,mb
1,2007,3,3,80 km NW of Nelson Lagoon,",impact-text,origin,phase-data,",p000f7v9,4.5,,,,0,312,us,74.0,,1.33,108.6,mb
1,2007,3,3,52 km NNE of Adak,",impact-text,origin,phase-data,",p000f7r6,4.3,,,,0,284,us,11.0,,0.86,143.3,mb
1,2007,3,3,95 km E of King Salmon,",impact-text,origin,phase-data,",007404v5iw,4.4,,,,0,298,ak,,,0.74,,mb
1,2007,3,3,222 km SSE of Akutan,",impact-text,origin,phase-data,",p000f7pd,4.6,,,,0,326,us,117.0,,,138.7,mb
1,2007,3,3,69 km SW of Attu Station,",impact-text,origin,phase-data,",p000f7hp,4.8,,,,0,354,us,58.0,,0.89,115.7,mb
1,2007,3,3,85 km SE of Akutan,",impact-text,origin,phase-data,",p000f7gm,4.4,,,,0,298,us,74.0,,0.97,118.9,mb
1,2007,3,3,54 km WNW of Point Hope,",impact-text,origin,phase-data,",0073tkzxgk,4.1,,,,0,259,ak,,,2.62,,mb
1,2007,3,3,70 km WNW of Happy Valley,",impact-text,origin,phase-data,",0073q4trtc,4.0,,,,0,246,ak,,,0.63,,ml
1,2007,3,3,122 km SSW of False Pass,",impact-text,origin,phase-data,",p000f72y,4.5,,,,0,312,us,28.0,,1.1,163.7,mb
1,2007,3,3,53 km S of Adak,",impact-text,origin,phase-data,",p000f71s,4.3,,,,0,284,us,15.0,,1.44,193.1,ml
1,2007,3,3,220 km SE of Attu Station,",impact-text,origin,phase-data,",p000f6w1,4.1,,,,0,259,us,12.0,,,208.3,mb
1,2007,3,3,121 km SSE of Perryville,",impact-text,origin,phase-data,",0073gfakxj,4.7,,,,0,340,ak,,,0.83,,mb
1,2007,3,3,174 km W of Adak,",impact-text,origin,phase-data,",p000f6qm,4.4,,,,0,298,us,38.0,,,129.3,mb
1,2007,3,3,63 km E of Chignik,",impact-text,origin,phase-data,",00739t01w5,4.8,,,,0,354,ak,,,0.57,,mb
1,2007,3,3,288 km WSW of Adak,",focal-mechanism,impact-text,moment-tensor,origin,phase-data,",p000f6jp,5.0,,,,0,385,us,132.0,,0.84,126.3,mwc
1,2007,3,3,105 km SW of Atka,",impact-text,origin,phase-data,",p000f6gd,4.1,,,,0,259,us,16.0,,1.06,185.4,mb
1,2007,3,3,112 km ENE of Eagle Village,",impact-text,origin,phase-data,",p000f6dz,4.0,,,,0,246,us,32.0,,,59.9,ml
1,2007,3,3,158 km S of Unalaska,",impact-text,origin,phase-data,",p000f687,4.9,,,,0,369,us,210.0,,,134.6,mb
1,2007,3,3,54 km N of Juneau,",impact-text,moment-tensor,origin,phase-data,",0072y55cf7,4.0,,,,0,246,ak,,,0.64,,mb
1,2007,3,3,87 km SSE of Akutan,",impact-text,origin,phase-data,",p000f60n,4.2,,,,0,271,us,4.0,,,260.9,ml
1,2007,3,2,Fox Islands,",impact-text,origin,phase-data,",p000f60d,4.1,,,,0,259,us,20.0,,,138.7,ml
1,2007,3,2,Rat Islands,",impact-text,origin,phase-data,",p000f60b,4.6,,,,0,326,us,44.0,,1.05,180.4,mb
1,2007,3,3,93 km SE of King Cove,",impact-text,origin,phase-data,",p000f5we,4.0,,,,0,246,us,19.0,,1.31,164.9,ml
1,2007,4,3,230 km W of Adak,",focal-mechanism,impact-text,moment-tensor,origin,phase-data,",p000favm,6.2,,,,0,591,us,621.0,,0.8,15.7,mwb
1,2007,4,3,155 km SSW of Hydaburg,",impact-text,origin,phase-data,",p000fatr,4.4,,,,0,298,us,29.0,,,171.4,mb
1,2007,4,3,120 km NW of Atka,",impact-text,origin,phase-data,",p000fasm,4.2,,,,0,271,us,62.0,,0.79,124.9,mb
1,2007,4,3,71 km SW of Kaktovik,",focal-mechanism,impact-text,moment-tensor,origin,phase-data,",0075f8igy0,4.9,,,,0,369,ak,,,2.48,,mw
1,2007,4,3,190 km NW of Attu Station,",impact-text,origin,phase-data,",p000fapd,4.8,,,,0,354,us,60.0,,1.11,85.0,mb
1,2007,4,3,177 km W of Attu Station,",origin,phase-data,",0075c6cfhz,4.2,,,,0,271,ak,,,1.26,,ml
1,2007,4,3,59 km NNE of Adak,",impact-text,origin,phase-data,",p000fama,4.1,,,,0,259,us,16.0,,1.22,126.0,mb
1,2007,4,3,4 km ENE of Point Possession,",impact-text,origin,phase-data,",0075acz2xy,4.0,,,,0,246,ak,,,0.79,,ml
1,2007,4,3,97 km SSW of Sand Point,",impact-text,origin,phase-data,",p000fabv,4.8,,,,0,354,us,229.0,,0.81,135.2,mb
1,2007,4,3,66 km SW of Kaktovik,",impact-text,origin,phase-data,",00755ht570,4.0,,,,0,246,ak,,,1.56,,mb
1,2007,4,3,105 km WSW of Nikolski,",impact-text,origin,phase-data,",p000fa9h,4.6,,,,0,326,us,122.0,,1.06,107.5,mb
1,2007,4,3,128 km SW of Akhiok,",impact-text,origin,phase-data,",00753p4srk,4.6,,,,0,326,ak,,,0.6,,mb
1,2007,4,3,57 km SW of Kaktovik,",impact-text,origin,phase-data,",007529cfol,4.7,,,,0,340,ak,,,2.23,,mw
1,2007,4,3,94 km NNE of Adak,",focal-mechanism,impact-text,moment-tensor,origin,phase-data,",p000fa6u,5.4,,,,0,449,us,298.0,,0.92,65.8,mwc
1,2007,4,3,66 km SSW of Kaktovik,",impact-text,origin,phase-data,",0075263280,4.4,,,,0,298,ak,,,1.69,,mb
1,2007,4,3,284 km WNW of Attu Station,",impact-text,origin,phase-data,",p000fa5b,4.5,,,,0,312,us,8.0,,0.65,138.5,mb
1,2007,4,3,84 km SE of Nikolski,",impact-text,origin,phase-data,",p000f9nc,4.5,,,,0,312,us,72.0,,1.13,139.1,mb
1,2007,4,3,85 km SSE of Nikolski,",impact-text,origin,phase-data,",p000f9n6,4.7,,,,0,340,us,99.0,,1.0,137.6,mb
1,2007,4,3,74 km SE of Nikolski,",focal-mechanism,impact-text,moment-tensor,origin,phase-data,",p000f9n3,5.3,,,,0,432,us,332.0,,0.95,72.0,mwc
1,2007,4,3,121 km SW of Adak,",impact-text,origin,phase-data,",p000f9k4,4.2,,,,0,271,us,57.0,,,139.0,mb
1,2007,4,3,18 km ENE of Atka,",impact-text,origin,phase-data,",p000f9jb,4.3,,,,0,284,us,14.0,,,175.8,mb
1,2007,4,3,35 km ENE of Port Alsworth,",impact-text,origin,phase-data,",0074ou9767,4.1,,,,0,259,ak,,,0.97,,mb
1,2007,4,3,69 km SSW of Kaktovik,",impact-text,moment-tensor,origin,phase-data,",0074lngz9b,4.6,,,,0,326,ak,,,1.64,,mw
1,2007,4,3,158 km SSE of Cordova,",impact-text,origin,phase-data,",0074iftka6,4.7,,,,0,340,ak,,,0.63,,mw
1,2007,4,3,205 km WSW of Adak,",impact-text,origin,phase-data,",p000f8w0,4.3,,,,0,284,us,35.0,,,140.0,mb
1,2007,4,3,181 km W of Adak,",impact-text,origin,phase-data,",p000f8vk,4.0,,,,0,246,us,5.0,,,165.5,ml
1,2007,4,3,183 km W of Adak,",impact-text,origin,phase-data,",p000f8ve,4.5,,,,0,312,us,52.0,,,127.4,mb
1,2007,4,2,Rat Islands,",impact-text,origin,phase-data,",p000f8s4,4.7,,,,0,340,us,80.0,,1.0,97.1,mb
1,2007,4,3,72 km SE of King Cove,",impact-text,origin,phase-data,",p000f8kv,4.1,,,,0,259,us,7.0,,,213.5,ml
1,2007,4,3,61 km SW of Adak,",impact-text,origin,phase-data,",p000f8fy,4.4,,,,0,298,us,21.0,,1.33,185.5,mb
1,2007,4,2,Rat Islands,",impact-text,origin,phase-data,",p000f8dm,4.7,,,,0,340,us,5.0,,,220.8,mb
1,2007,4,3,109 km WSW of Nikolski,",impact-text,origin,phase-data,",p000f89k,4.2,,,,0,271,us,20.0,,0.61,138.9,mb
1,2007,4,3,115 km SW of Nikolski,",impact-text,origin,phase-data,",p000f87x,4.0,,,,0,246,us,17.0,,1.21,176.4,ml
1,2007,4,3,128 km SW of Nikolski,",impact-text,origin,phase-data,",p000f87v,4.7,,,,0,340,us,129.0,,0.97,128.2,mb
1,2007,5,3,143 km S of False Pass,",focal-mechanism,impact-text,moment-tensor,origin,phase-data,",p000fd0e,4.9,,,,0,369,us,208.0,,0.86,121.8,mwc
1,2007,5,3,106 km SSW of Unalaska,",impact-text,origin,phase-data,",p000fcur,4.2,,,,0,271,us,27.0,,,139.7,mb
1,2007,5,3,250 km SSE of Attu Station,",impact-text,origin,phase-data,",p000fcj9,4.6,,,,0,326,us,90.0,,,101.2,mb
1,2007,5,3,35 km NW of Kaktovik,",impact-text,origin,phase-data,",0076he2cif,4.2,,,,0,271,ak,,,2.46,,mw
1,2007,5,3,50 km SW of Covenant Life,",associate,impact-text,moment-tensor,origin,phase-data,",0076hc5y05,4.3,,,,0,284,ak,,,0.76,,mw
1,2007,5,3,64 km SSE of Nikolski,",impact-text,origin,phase-data,",p000fc68,4.6,,,,0,326,us,96.0,,,138.9,mb
1,2007,5,3,71 km NW of Nikolski,",focal-mechanism,impact-text,moment-tensor,origin,phase-data,",p000fc4a,5.0,,,,0,385,us,304.0,,0.91,52.4,mwc
1,2007,5,3,37 km SSE of Adak,",impact-text,origin,phase-data,",p000fc35,4.9,,,,0,369,us,163.0,,0.82,128.7,mb
1,2007,5,3,241 km SE of Attu Station,",impact-text,origin,phase-data,",p000fc1j,4.8,,,,0,354,us,139.0,,0.88,117.8,mb
1,2007,5,3,92 km SE of King Cove,",impact-text,origin,phase-data,",p000fbwr,4.8,,,,0,354,us,179.0,,0.9,132.6,mb
1,2007,5,3,56 km SSW of Ugashik,",impact-text,origin,phase-data,",00763yqt53,4.1,,,,0,259,ak,,,0.43,,mb
1,2007,5,3,34 km WNW of Valdez,",associate,impact-text,origin,phase-data,",0075zd2y1c,4.3,,,,0,284,ak,,,0.58,,mw
1,2007,5,3,55 km SE of Unalaska,",impact-text,origin,phase-data,",p000fbpp,4.6,,,,0,326,us,65.0,,1.07,139.0,mb
1,2007,5,3,43 km ENE of Pedro Bay,",impact-text,origin,phase-data,",0075xq4egm,4.4,,,,0,298,ak,,,0.74,,mb
1,2007,5,3,94 km WSW of Adak,",focal-mechanism,impact-text,moment-tensor,origin,phase-data,",p000fbav,5.0,,,,0,385,us,191.0,,0.89,105.9,mwc
1,2007,5,3,39 km WSW of Unalaska,",impact-text,origin,phase-data,",p000fbaa,4.1,,,,0,259,us,25.0,,,141.3,mb
1,2007,6,3,71 km S of Adak,",impact-text,origin,phase-data,",p000ff4a,4.2,,,,0,271,us,12.0,,1.2,149.8,mb
1,2007,6,3,74 km ESE of Adak,",impact-text,origin,phase-data,",p000ff0q,4.0,,,,0,246,us,13.0,,1.07,193.0,mb
1,2007,6,3,155 km SW of Attu Station,",impact-text,origin,phase-data,",p000feyv,4.6,,,,0,326,us,80.0,,0.86,135.7,mb
1,2007,6,3,73 km SE of Atka,",focal-mechanism,impact-text,moment-tensor,origin,phase-data,",p000feuj,5.2,,,,0,416,us,366.0,,0.8,106.8,mwc
1,2007,6,3,46 km SSW of Nikolski,",impact-text,origin,phase-data,",p000fekb,4.5,,,,0,312,us,51.0,,1.04,175.8,mb
1,2007,6,3,83 km E of Adak,",impact-text,origin,phase-data,",p000fehk,4.0,,,,0,246,us,21.0,,1.0,134.2,mb
1,2007,6,3,186 km SSW of Adak,",impact-text,origin,phase-data,",p000fegq,4.6,,,,0,326,us,115.0,,0.92,128.8,mb
1,2007,6,3,41 km WSW of Cantwell,",impact-text,origin,phase-data,",0077wmzkve,4.0,,,,0,246,ak,,,0.67,,ml
1,2007,6,3,16 km ENE of Healy,",impact-text,origin,phase-data,",0077ofdzkj,4.4,,,,0,298,ak,,,0.8,,mw
1,2007,6,3,78 km SSW of Unalaska,",impact-text,origin,phase-data,",p000fe22,4.1,,,,0,259,us,18.0,,1.2,166.5,mb
1,2007,6,3,53 km SE of Perryville,",impact-text,origin,phase-data,",0077mjeyqa,4.4,,,,0,298,ak,,,1.09,,mb
1,2007,6,3,49 km ESE of Adak,",impact-text,origin,phase-data,",p000fdx1,4.1,,,,0,259,us,33.0,,1.05,129.8,mb
1,2007,6,3,277 km W of Adak,",impact-text,origin,phase-data,",p000fduk,4.2,,,,0,271,us,11.0,,0.9,124.9,mb
1,2007,6,3,76 km SE of Chalkyitsik,",impact-text,moment-tensor,origin,phase-data,",0077ek9za9,4.3,,,,0,284,ak,,,1.0,,mw
1,2007,6,3,92 km WSW of Nikolski,",impact-text,origin,phase-data,",p000fdqw,4.3,,,,0,284,us,39.0,,1.15,172.0,mb
1,2007,6,4,Gulf of Alaska,",impact-text,origin,phase-data,",p000fdqv,4.0,,,,0,246,us,36.0,,,135.9,ml
1,2007,6,3,120 km SSW of Nikolski,",impact-text,origin,phase-data,",p000fdch,4.1,,,,0,259,us,19.0,,1.08,141.4,mb
1,2007,7,3,248 km WNW of Attu Station,",focal-mechanism,impact-text,moment-tensor,origin,phase-data,",p000fhbg,5.9,,,,0,536,us,750.0,,0.79,14.0,mwc
1,2007,7,2,Rat Islands,",impact-text,origin,phase-data,",p000fh7h,4.5,,,,0,312,us,59.0,,1.01,60.0,mb
1,2007,7,3,236 km ESE of Attu Station,",impact-text,origin,phase-data,",p000fgxm,4.1,,,,0,259,us,17.0,,0.99,190.9,mb
1,2007,7,3,282 km ESE of Attu Station,",impact-text,origin,phase-data,",p000fgwp,4.5,,,,0,312,us,28.0,,,112.2,mb
1,2007,7,3,186 km WNW of Attu Station,",impact-text,origin,phase-data,",p000fgw6,4.5,,,,0,312,us,20.0,,0.57,179.5,mb
1,2007,7,3,84 km SW of Unalaska,",impact-text,origin,phase-data,",p000fgut,4.0,,,,0,246,us,9.0,,,193.4,ml
1,2007,7,3,77 km SE of Nikolski,",impact-text,origin,phase-data,",p000fgtv,4.6,,,,0,326,us,75.0,,1.52,174.8,mb
1,2007,7,3,27 km SE of Kokhanok,",impact-text,origin,phase-data,",00798ltfvu,4.0,,,,0,246,ak,,,0.76,,mb
1,2007,7,3,69 km SE of Nikolski,",impact-text,origin,phase-data,",p000fgpa,4.7,,,,0,340,us,271.0,,,133.5,mb
1,2007,7,3,90 km SSE of Atka,",impact-text,origin,phase-data,",p000fgm2,4.3,,,,0,284,us,51.0,,0.9,131.3,mb
1,2007,7,3,93 km SE of Nikolski,",impact-text,origin,phase-data,",p000fghg,4.2,,,,0,271,us,79.0,,,121.9,mb
1,2007,7,3,34 km N of Atka,",impact-text,origin,phase-data,",p000fgaa,4.0,,,,0,246,us,11.0,,1.29,169.7,mb
1,2007,7,3,79 km SE of Nikolski,",impact-text,origin,phase-data,",p000fg8w,4.4,,,,0,298,us,65.0,,1.21,123.9,mb
1,2007,7,3,82 km SE of Nikolski,",impact-text,origin,phase-data,",p000fg8u,5.0,,,,0,385,us,348.0,,0.99,108.1,mb
1,2007,7,3,38 km WNW of Nelson Lagoon,",impact-text,origin,phase-data,",p000fg8r,5.0,,,,0,385,us,280.0,,0.85,32.2,mb
1,2007,7,3,80 km SE of Nikolski,",impact-text,origin,phase-data,",p000fg8c,4.7,,,,0,340,us,134.0,,1.04,121.2,mb
1,2007,7,3,79 km SE of Nikolski,",impact-text,origin,phase-data,",p000fg88,5.1,,,,0,400,us,261.0,,1.02,125.4,mb
1,2007,7,3,94 km SE of Nikolski,",impact-text,origin,phase-data,",p000fg86,4.7,,,,0,340,us,107.0,,,121.1,mb
1,2007,7,3,80 km SE of Nikolski,",impact-text,origin,phase-data,",p000fg84,4.8,,,,0,354,us,110.0,,0.96,133.9,mb
1,2007,7,3,86 km SE of Nikolski,",focal-mechanism,impact-text,moment-tensor,origin,phase-data,",p000fg82,5.9,,,,0,536,us,466.0,,1.03,53.6,mwc
1,2007,7,3,94 km SE of Nikolski,",origin,phase-data,",00790d636o,4.2,,,,0,271,ak,,,1.09,,ml
1,2007,7,3,99 km SE of Nikolski,",impact-text,origin,phase-data,",p000fg7z,4.8,,,,0,354,us,49.0,,,88.0,mb
1,2007,7,3,74 km SE of Nikolski,",associate,focal-mechanism,impact-text,moment-tensor,origin,phase-data,",p000fg7x,6.1,,,,0,572,us,544.0,,0.93,45.7,mwc
1,2007,7,3,131 km WSW of Nikolski,",focal-mechanism,impact-text,moment-tensor,origin,phase-data,",p000fg4w,4.9,,,,0,369,us,203.0,,0.91,125.6,mwc
1,2007,7,3,24 km E of Adak,",focal-mechanism,impact-text,moment-tensor,origin,phase-data,",p000fg44,6.0,,,,0,554,us,526.0,,0.88,29.2,mwc
1,2007,7,3,48 km W of Iliamna,",impact-text,origin,phase-data,",0078wxgqy2,4.4,,,,0,298,ak,,,0.61,,mw
1,2007,7,3,261 km WSW of Adak,",impact-text,origin,phase-data,",p000fg23,4.7,,,,0,340,us,137.0,,,126.8,mb
1,2007,7,3,113 km ESE of Akutan,",impact-text,origin,phase-data,",p000ffxf,4.3,,,,0,284,us,35.0,,,136.8,mb
1,2007,7,3,38 km ENE of Pedro Bay,",impact-text,origin,phase-data,",0078ryq41t,4.1,,,,0,259,ak,,,0.81,,mb
1,2007,7,3,137 km WSW of Nikolski,",focal-mechanism,impact-text,moment-tensor,origin,phase-data,",p000ffwv,4.9,,,,0,369,us,256.0,,0.9,57.5,mwc
1,2007,7,3,124 km S of False Pass,",focal-mechanism,impact-text,moment-tensor,origin,phase-data,",p000ffrm,4.9,,,,0,369,us,153.0,,0.87,136.8,mwc
1,2007,7,3,135 km SW of Yakutat,",impact-text,moment-tensor,origin,phase-data,",0078i8u3yw,4.5,,,,0,312,ak,,,0.55,,mw
1,2007,7,3,136 km SW of Adak,",impact-text,origin,phase-data,",p000ffe4,4.7,,,,0,340,us,131.0,,,127.2,mb
1,2007,7,3,84 km NE of Akutan,",impact-text,origin,phase-data,",p000ffaz,4.4,,,,0,298,us,44.0,,1.35,125.4,ml
1,2007,7,3,271 km W of Adak,",impact-text,origin,phase-data,",p000ffa3,4.2,,,,0,271,us,14.0,,0.62,103.9,mb
1,2007,7,3,209 km WSW of Adak,",impact-text,origin,phase-data,",p000ff8j,4.7,,,,0,340,us,141.0,,0.91,137.0,mb
1,2007,7,3,208 km WSW of Adak,",impact-text,origin,phase-data,",p000ff8h,4.6,,,,0,326,us,159.0,,0.71,134.2,mb
1,2007,8,3,127 km SW of Adak,",impact-text,origin,phase-data,",p000fkwf,4.4,,,,0,298,us,95.0,,1.03,96.8,mb
1,2007,8,3,169 km SSW of Adak,",impact-text,origin,phase-data,",p000fkug,4.5,,,,0,312,us,73.0,,0.81,122.2,mb
1,2007,8,3,55 km E of Adak,",impact-text,origin,phase-data,",p000fksz,4.0,,,,0,246,us,9.0,,,189.1,mb
1,2007,8,3,195 km SSW of Adak,",impact-text,origin,phase-data,",p000fkp3,4.2,,,,0,271,us,44.0,,1.0,131.0,mb
1,2007,8,3,45 km NNW of Atka,",impact-text,origin,phase-data,",p000fknp,4.2,,,,0,271,us,67.0,,0.77,152.3,mb
1,2007,8,3,245 km WNW of Attu Station,",impact-text,origin,phase-data,",p000fkk5,4.2,,,,0,271,us,20.0,,0.44,128.6,mb
1,2007,8,3,295 km WSW of Adak,",impact-text,origin,phase-data,",p000fke8,4.1,,,,0,259,us,11.0,,,217.7,ml
1,2007,8,3,291 km WSW of Adak,",impact-text,origin,phase-data,",p000fkdk,4.4,,,,0,298,us,48.0,,,141.1,mb
1,2007,8,3,282 km WSW of Adak,",impact-text,origin,phase-data,",p000fkde,4.4,,,,0,298,us,34.0,,0.98,141.1,mb
1,2007,8,3,282 km WSW of Adak,",focal-mechanism,impact-text,moment-tensor,origin,phase-data,",p000fkdd,5.1,,,,0,400,us,151.0,,0.93,125.2,mwc
1,2007,8,3,215 km SE of Akutan,",impact-text,origin,phase-data,",p000fkaj,4.5,,,,0,312,us,71.0,,,138.4,mb
1,2007,8,3,198 km SSW of Adak,",impact-text,origin,phase-data,",p000fk61,4.3,,,,0,284,us,34.0,,,131.1,mb
1,2007,8,3,74 km N of Kiana,",impact-text,origin,phase-data,",007aiwnbmd,4.5,,,,0,312,ak,,,1.17,,mb
1,2007,8,3,179 km SSW of Adak,",impact-text,origin,phase-data,",p000fk0m,4.0,,,,0,246,us,38.0,,,194.6,mb
1,2007,8,3,191 km SSW of Adak,",impact-text,origin,phase-data,",p000fjyd,4.6,,,,0,326,us,112.0,,,105.0,mb
1,2007,8,3,199 km SSW of Adak,",impact-text,origin,phase-data,",p000fjyc,4.2,,,,0,271,us,49.0,,,131.1,mb
1,2007,8,3,101 km SW of Nikolski,",impact-text,origin,phase-data,",p000fjwz,4.0,,,,0,246,us,22.0,,,176.1,ml
1,2007,8,3,174 km SSW of Adak,",impact-text,origin,phase-data,",p000fjvx,4.1,,,,0,259,us,28.0,,1.08,206.6,mb
1,2007,8,3,192 km SSW of Adak,",impact-text,origin,phase-data,",p000fjut,5.8,,,,0,518,us,503.0,,0.78,66.7,mb
1,2007,8,3,152 km SSW of Adak,",impact-text,origin,phase-data,",p000fjt6,4.4,,,,0,298,us,34.0,,1.12,205.9,mb
1,2007,8,3,196 km SSW of Adak,",impact-text,origin,phase-data,",p000fjsy,4.5,,,,0,312,us,75.0,,0.97,131.4,mb
1,2007,8,3,215 km SSW of Adak,",impact-text,origin,phase-data,",p000fjsu,4.0,,,,0,246,us,12.0,,0.87,221.8,mb
1,2007,8,3,184 km SSW of Adak,",focal-mechanism,impact-text,moment-tensor,origin,phase-data,",p000fjsq,6.5,,,,0,650,us,622.0,,0.9,22.8,mwc
1,2007,8,3,54 km N of Chickaloon,",associate,impact-text,origin,phase-data,",007a95ozry,4.2,,,,0,271,ak,,,0.58,,mw
1,2007,8,3,42 km SSE of Denali National Park,",impact-text,origin,phase-data,",007a8vco8d,4.1,,,,0,259,ak,,,0.83,,mw
1,2007,8,2,Andreanof Islands,",impact-text,origin,phase-data,",p000fjcp,4.1,,,,0,259,us,24.0,,1.2,216.3,mb
1,2007,8,3,17 km WSW of Adak,",impact-text,origin,phase-data,",p000fjbk,4.0,,,,0,246,us,20.0,,0.99,176.4,mb
1,2007,8,3,231 km WSW of Adak,",focal-mechanism,impact-text,moment-tensor,origin,phase-data,",p000fjb4,5.1,,,,0,400,us,253.0,,0.82,105.5,mwc
1,2007,8,3,242 km WSW of Adak,",impact-text,origin,phase-data,",p000fj5s,4.1,,,,0,259,us,22.0,,1.2,214.3,mb
1,2007,8,3,88 km SE of Atka,",impact-text,origin,phase-data,",p000fj47,4.5,,,,0,312,us,30.0,,0.86,141.6,mb
1,2007,8,3,84 km SW of Nikolski,",impact-text,origin,phase-data,",p000fj40,4.1,,,,0,259,us,27.0,,1.45,138.9,mb
1,2007,8,3,238 km WSW of Adak,",impact-text,origin,phase-data,",p000fhw5,4.4,,,,0,298,us,40.0,,,135.6,mb
1,2007,8,3,246 km WSW of Adak,",impact-text,origin,phase-data,",p000fhue,4.5,,,,0,312,us,112.0,,0.9,110.7,mb
1,2007,8,3,233 km WSW of Adak,",impact-text,origin,phase-data,",p000fhqr,4.1,,,,0,259,us,22.0,,,213.4,mb
1,2007,8,3,74 km SE of Atka,",impact-text,origin,phase-data,",p000fhpw,4.7,,,,0,340,us,159.0,,0.8,124.8,mb
1,2007,8,3,72 km SW of Kaktovik,",impact-text,origin,phase-data,",0079u223st,4.2,,,,0,271,ak,,,1.05,,mb
1,2007,8,3,227 km WSW of Adak,",impact-text,origin,phase-data,",p000fhp6,4.1,,,,0,259,us,15.0,,1.37,201.5,mb
1,2007,8,3,240 km WSW of Adak,",impact-text,origin,phase-data,",p000fhp0,4.0,,,,0,246,us,7.0,,,225.9,mb
1,2007,8,3,226 km WSW of Adak,",impact-text,origin,phase-data,",p000fhny,4.0,,,,0,246,us,21.0,,0.95,213.4,mb
1,2007,8,3,242 km WSW of Adak,",focal-mechanism,impact-text,moment-tensor,origin,phase-data,",p000fhnx,5.6,,,,0,482,us,364.0,,0.8,70.9,mwc
1,2007,8,3,252 km WSW of Adak,",impact-text,origin,phase-data,",p000fhnj,4.5,,,,0,312,us,20.0,,1.31,215.3,mb
1,2007,8,2,Andreanof Islands,",impact-text,origin,phase-data,",p000fhng,4.6,,,,0,326,us,103.0,,0.84,106.9,mb
1,2007,8,3,265 km WSW of Adak,",impact-text,origin,phase-data,",p000fhnd,4.1,,,,0,259,us,12.0,,1.31,223.5,mb
1,2007,8,3,244 km WSW of Adak,",impact-text,origin,phase-data,",p000fhnb,4.6,,,,0,326,us,62.0,,,141.3,mb
1,2007,8,3,237 km WSW of Adak,",origin,phase-data,",0079tyy7ub,4.2,,,,0,271,ak,,,0.39,,ml
1,2007,8,3,240 km WSW of Adak,",impact-text,origin,phase-data,",p000fhn6,5.3,,,,0,432,us,11.0,,,224.0,mb
1,2007,8,3,239 km WSW of Adak,",focal-mechanism,impact-text,moment-tensor,origin,phase-data,",p000fhn5,6.7,,,,0,691,us,725.0,,0.97,23.6,mwc
1,2007,9,3,148 km WSW of Adak,",impact-text,origin,phase-data,",p000fp6k,4.1,,,,0,259,us,16.0,,,141.5,ml
1,2007,9,3,94 km S of False Pass,",impact-text,origin,phase-data,",p000fp5n,4.3,,,,0,284,us,25.0,,1.11,156.5,mb
1,2007,9,3,206 km WSW of Adak,",impact-text,origin,phase-data,",p000fp23,4.2,,,,0,271,us,18.0,,,193.4,mb
1,2007,9,3,147 km WSW of Adak,",focal-mechanism,impact-text,moment-tensor,origin,phase-data,",p000fp15,4.9,,,,0,369,us,291.0,,0.93,98.3,mwc
1,2007,9,3,57 km NNW of Atka,",impact-text,origin,phase-data,",p000fp09,4.3,,,,0,284,us,37.0,,0.9,150.1,mb
1,2007,9,2,Rat Islands,",focal-mechanism,impact-text,moment-tensor,origin,phase-data,",p000fnsq,5.0,,,,0,385,us,164.0,,1.13,80.2,mwc
1,2007,9,3,38 km SSE of Nikolski,",impact-text,origin,phase-data,",p000fnsb,4.5,,,,0,312,us,64.0,,1.07,106.3,mb
